5,5,5,5,5,5,5,5,5,5,5,5,-1,-1,-1,-1,-1,-1,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,5,5,5,5
5,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,5,5
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
75,75,75,75,75,75,112,113,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,114,38,38,38,38,38,38
75,75,75,75,75,75,-1,-1,-1,-1,-1,165,166,167,-1,-1,-1,165,166,167,-1,-1,-1,-1,38,38,38,38,38,38
75,75,75,75,75,-1,-1,-1,-1,-1,-1,183,184,-1,-1,-1,-1,183,184,-1,-1,-1,-1,-1,38,38,38,38,38,38
75,75,75,75,75,-1,-1,-1,-1,-1,-1,-1,184,-1,-1,-1,-1,-1,184,-1,-1,-1,-1,-1,38,38,38,38,38,38
75,75,75,75,75,-1,-1,-1,-1,-1,-1,-1,184,-1,-1,-1,-1,-1,184,-1,-1,-1,-1,-1,38,38,38,38,38,38
75,75,75,75,75,-1,-1,-1,-1,-1,-1,-1,184,-1,-1,-1,-1,-1,184,-1,-1,-1,-1,-1,38,38,38,38,38,38
